RunQueue;syscall;%CPU;RunQueue;syscall;;User%;Sys%;Wait%
;;0,25;;;;;;
;;0,12;;;;;;
;;0,26;;;;;;
;;0,37;;;;;;
;;37,89;;;;;;
;;29,33;;;;;;
;;0,12;;;;;;
;;0,52;;;;;;
;;0,25;;;;;;
;;0,12;;;;;;
;;0,25;;;;;;
;;0,38;;;;;;
;;38,96;;;;;;
;;26,71;;;;;;
;;0,13;;;;;;
;;0,11;;;;;;
;;0,66;;;;;;
;;0,14;;;;;;
;;0,26;;;;;;
;;0,12;;;;;;
;;0,25;;;;;;
;;0,36;;;;;;
;;39,58;;;;;;
;;27,7;;;;;;
;;0,13;;;;;;
;;0,51;;;;;;
;;0,33;;;;;;
;;37,64;;;;;;
;;29,19;;;;;;
;;3,28;;;;;;
;;0,58;;;;;;
;;0,33;;;;;;
;;34,19;;;;;;
;;29,8;;;;;;
;;3,11;;;;;;
;;0,49;;;;;;
;;0,1;;;;;;
;;0,33;;;;;;
;;35,25;;;;;;
;;0,17;;;;;;
;;29,41;;;;;;
;;2,39;;;;;;
;;0,52;;;;;;
;;0,15;;;;;;
;;0,25;;;;;;
;;0,25;;;;;;
;;0,37;;;;;;
;;36,2;;;;;;
;;29,77;;;;;;
;;2,02;;;;;;
;;0,71;;;;;;
;;0,15;;;;;;
;;0,25;;;;;;
;;0,11;;;;;;
;;0,24;;;;;;
;;0,37;;;;;;
;;36,69;;;;;;
;;29,17;;;;;;
;;1,65;;;;;;
;;0,46;;;;;;
;;0,26;;;;;;
;;0,12;;;;;;
;;0,24;;;;;;
;;0,36;;;;;;
;;36,72;;;;;;
;;34,22;;;;;;
;;0,84;;;;;;
;;0,47;;;;;;
;;0,26;;;;;;
;;0,11;;;;;;
;;0,25;;;;;;
;;0,36;;;;;;
;;38,18;;;;;;
;;28,61;;;;;;
;;0,83;;;;;;
;;0,51;;;;;;
;;0,1;;;;;;
;;0,25;;;;;;
;;0,12;;;;;;
;;0,26;;;;;;
;;0,37;;;;;;
;;38,86;;;;;;
;;28,27;;;;;;
;;0,41;;;;;;
;;0,47;;;;;;
;;0,11;;;;;;
;;0,26;;;;;;
;;0,14;;;;;;
;;0,25;;;;;;
;;0,37;;;;;;
;;39,08;;;;;;
;;27,05;;;;;;
;;0,43;;;;;;
;;0,69;;;;;;
;;0,15;;;;;;
;;0,26;;;;;;
;;0,11;;;;;;
;;0,24;;;;;;
;;0,4;;;;;;
;;40,26;;;;;;
;;26,19;;;;;;
;;0,38;;;;;;
;;0,5;;;;;;
;;0,25;;;;;;
;;0,26;;;;;;
;;0,37;;;;;;
;;29,5;;;;;;
;;26,91;;;;;;
;;14,94;;;;;;
;;0,51;;;;;;
;;0,11;;;;;;
;;0,33;;;;;;
;;35,67;;;;;;
;;28,96;;;;;;
;;2,25;;;;;;
;;0,52;;;;;;
;;0,33;;;;;;
;;35,8;;;;;;
;;30,13;;;;;;
;;1,54;;;;;;
;;0,51;;;;;;
;;0,1;;;;;;
;;0,33;;;;;;
;;36,85;;;;;;
;;30,01;;;;;;
;;0,21;;;;;;
;;1,09;;;;;;
;;0,65;;;;;;
;;0,15;;;;;;
;;0,25;;;;;;
;;0,12;;;;;;
;;0,25;;;;;;
;;0,36;;;;;;
;;37,72;;;;;;
;;29,13;;;;;;
;;0,41;;;;;;
;;0,44;;;;;;
;;0,12;;;;;;
;;0,26;;;;;;
;;0,13;;;;;;
;;0,25;;;;;;
;;0,38;;;;;;
;;38,42;;;;;;
;;27,74;;;;;;
;;0,42;;;;;;
;;0,46;;;;;;
;;0,26;;;;;;
;;0,12;;;;;;
;;0,26;;;;;;
;;0,31;;;;;;
;;39,32;;;;;;
;;27,94;;;;;;
;;0,48;;;;;;
;;0,1;;;;;;
;;0,33;;;;;;
;;39,76;;;;;;
;;27,2;;;;;;
;;0,1;;;;;;
;;0,5;;;;;;
;;0,1;;;;;;
;;0,33;;;;;;
;;40,83;;;;;;
;;0,19;;;;;;
;;26,97;;;;;;
;;0,38;;;;;;
;;0,66;;;;;;
;;0,2;;;;;;
;;0,28;;;;;;
;;0,28;;;;;;
;;0,42;;;;;;
;;35,19;;;;;;
;;29,41;;;;;;
;;2,54;;;;;;
;;0,49;;;;;;
;;0,15;;;;;;
;;0,25;;;;;;
;;0,25;;;;;;
;;0,37;;;;;;
;;35,47;;;;;;
;;29,13;;;;;;
;;2,09;;;;;;
;;0,47;;;;;;
;;0,12;;;;;;
;;0,25;;;;;;
;;0,1;;;;;;
;;0,25;;;;;;
;;0,36;;;;;;
;;35,77;;;;;;
;;29,47;;;;;;
;;1,73;;;;;;
;;0,51;;;;;;
;;0,25;;;;;;
;;0,12;;;;;;
;;0,25;;;;;;
;;0,39;;;;;;
;;36,65;;;;;;
;;32,49;;;;;;
;;1,67;;;;;;
;;0,5;;;;;;
;;0,15;;;;;;
;;0,26;;;;;;
;;0,26;;;;;;
;;0,37;;;;;;
;;37,65;;;;;;
;;28,7;;;;;;
;;0,51;;;;;;
;;0,68;;;;;;
;;0,21;;;;;;
;;0,25;;;;;;
;;0,25;;;;;;
;;0,39;;;;;;
;;29,99;;;;;;
;;40,38;;;;;;
;;0,42;;;;;;
;;0,45;;;;;;
;;0,26;;;;;;
;;0,12;;;;;;
;;0,26;;;;;;
;;0,37;;;;;;
;;39,24;;;;;;
;;28,04;;;;;;
;;0,4;;;;;;
;;0,5;;;;;;
;;0,17;;;;;;
;;0,26;;;;;;
;;0,25;;;;;;
;;0,39;;;;;;
;;40,04;;;;;;
;;27,08;;;;;;
;;0,41;;;;;;
;;0,45;;;;;;
;;0,15;;;;;;
;;0,26;;;;;;
;;0,25;;;;;;
;;0,37;;;;;;
;;40,09;;;;;;
;;26,99;;;;;;
;;0,41;;;;;;
;;0,51;;;;;;
;;0,15;;;;;;
;;0,26;;;;;;
;;0,25;;;;;;
;;0,37;;;;;;
;;41,52;;;;;;
;;25,66;;;;;;
;;0,47;;;;;;
;;0,75;;;;;;
;;0,16;;;;;;
;;0,25;;;;;;
;;0,12;;;;;;
;;0,25;;;;;;
;;0,37;;;;;;
;;35,31;;;;;;
;;28,45;;;;;;
;;3,28;;;;;;
;;0,53;;;;;;
;;0,1;;;;;;
;;0,12;;;;;;
;;0,51;;;;;;
;;0,39;;;;;;
;;36,35;;;;;;
;;28,53;;;;;;
;;1,62;;;;;;
;;0,47;;;;;;
;;0,1;;;;;;
;;0,25;;;;;;
;;0,13;;;;;;
;;0,24;;;;;;
;;0,37;;;;;;
;;37,59;;;;;;
;;29,03;;;;;;
;;1,05;;;;;;
;;0,48;;;;;;
;;0,12;;;;;;
;;0,32;;;;;;
;;37,73;;;;;;
;;28,33;;;;;;
;;0,39;;;;;;
;;0,41;;;;;;
;;0,1;;;;;;
;;0,32;;;;;;
;;38,96;;;;;;
;;27,65;;;;;;
;;0,15;;;;;;
;;0,69;;;;;;
;;0,15;;;;;;
;;0,33;;;;;;
;;39,61;;;;;;
;;27,38;;;;;;
;;0,43;;;;;;
;;0,18;;;;;;
;;0,46;;;;;;
;;0,25;;;;;;
;;0,25;;;;;;
;;0,42;;;;;;
;;40,54;;;;;;
;;26,91;;;;;;
;;0,37;;;;;;
;;0,11;;;;;;
;;0,47;;;;;;
;;0,25;;;;;;
;;0,25;;;;;;
;;0,43;;;;;;
;;40,92;;;;;;
;;26,65;;;;;;
;;0,41;;;;;;
;;0,12;;;;;;
;;0,43;;;;;;
;;0,11;;;;;;
;;0,25;;;;;;
;;0,25;;;;;;
;;0,47;;;;;;
;;41,81;;;;;;
;;25,76;;;;;;
;;0,38;;;;;;
;;0,13;;;;;;
;;0,46;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;29,24;;;;;;
;;36,45;;;;;;
;;1,82;;;;;;
;;0,12;;;;;;
;;0,73;;;;;;
;;0,17;;;;;;
;;0,5;;;;;;
;;0,5;;;;;;
;;35,74;;;;;;
;;33,75;;;;;;
;;1,38;;;;;;
;;0,12;;;;;;
;;0,49;;;;;;
;;0,49;;;;;;
;;0,46;;;;;;
;;32,25;;;;;;
;;34,55;;;;;;
;;0,81;;;;;;
;;0,12;;;;;;
;;0,49;;;;;;
;;0,51;;;;;;
;;0,48;;;;;;
;;28,52;;;;;;
;;31,87;;;;;;
;;0,12;;;;;;
;;0,1;;;;;;
;;0,1;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,13;;;;;;
;;0,1;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,13;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,13;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,1;;;;;;
;;0,13;;;;;;
;;0,1;;;;;;
;;0,11;;;;;;
;;0,1;;;;;;
;;0,11;;;;;;
;;0,13;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,1;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,83;;;;;;
;;0,66;;;;;;
;;0,74;;;;;;
;;0,74;;;;;;
;;1,79;;;;;;
;;0,62;;;;;;
;;0,75;;;;;;
;;2,01;;;;;;
;;0,59;;;;;;
;;0,66;;;;;;
;;2,03;;;;;;
;;0,72;;;;;;
;;0,91;;;;;;
;;0,62;;;;;;
;;1,11;;;;;;
;;0,62;;;;;;
;;3,1;;;;;;
;;9,47;;;;;;
;;0,79;;;;;;
;;0,64;;;;;;
;;1,04;;;;;;
;;1,98;;;;;;
;;2,44;;;;;;
;;1,07;;;;;;
;;0,73;;;;;;
;;0,81;;;;;;
;;0,59;;;;;;
;;0,55;;;;;;
;;4,18;;;;;;
;;1,6;;;;;;
;;0,74;;;;;;
;;0,66;;;;;;
;;0,65;;;;;;
;;1,66;;;;;;
;;2,2;;;;;;
;;0,58;;;;;;
;;0,86;;;;;;
;;0,58;;;;;;
;;0,63;;;;;;
;;0,63;;;;;;
;;1,75;;;;;;
;;0,71;;;;;;
;;0,75;;;;;;
;;0,64;;;;;;
;;1,07;;;;;;
;;0,67;;;;;;
;;1,76;;;;;;
;;0,59;;;;;;
;;10,59;;;;;;
;;0,59;;;;;;
;;0,73;;;;;;
;;1,26;;;;;;
;;4,24;;;;;;
;;0,93;;;;;;
;;0,78;;;;;;
;;0,58;;;;;;
;;0,58;;;;;;
;;0,71;;;;;;
;;4,46;;;;;;
;;0,92;;;;;;
;;2,82;;;;;;
;;0,65;;;;;;
;;0,58;;;;;;
;;0,66;;;;;;
;;1,79;;;;;;
;;0,59;;;;;;
;;0,82;;;;;;
;;0,74;;;;;;
;;0,64;;;;;;
;;0,64;;;;;;
;;1,86;;;;;;
;;0,61;;;;;;
;;0,73;;;;;;
;;1,05;;;;;;
;;0,57;;;;;;
;;0,58;;;;;;
;;1,81;;;;;;
;;0,65;;;;;;
;;0,8;;;;;;
;;10,4;;;;;;
;;1,21;;;;;;
;;1,31;;;;;;
;;1,73;;;;;;
;;0,6;;;;;;
;;2,77;;;;;;
;;0,74;;;;;;
;;0,64;;;;;;
;;2,14;;;;;;
;;3,46;;;;;;
;;0,88;;;;;;
;;1,38;;;;;;
;;0,65;;;;;;
;;0,57;;;;;;
;;0,71;;;;;;
;;1,87;;;;;;
;;0,61;;;;;;
;;0,82;;;;;;
;;0,63;;;;;;
;;0,66;;;;;;
;;0,67;;;;;;
;;1,79;;;;;;
;;0,61;;;;;;
;;0,76;;;;;;
;;1,07;;;;;;
;;0,62;;;;;;
;;0,66;;;;;;
;;1,76;;;;;;
;;0,64;;;;;;
;;1,61;;;;;;
;;0,69;;;;;;
;;1,2;;;;;;
;;11,53;;;;;;
;;1,85;;;;;;
;;0,74;;;;;;
;;2,07;;;;;;
;;0,62;;;;;;
;;2,35;;;;;;
;;0,58;;;;;;
;;4,38;;;;;;
;;1,64;;;;;;
;;1,27;;;;;;
;;0,68;;;;;;
;;0,75;;;;;;
;;0,69;;;;;;
;;1,84;;;;;;
;;0,64;;;;;;
;;0,74;;;;;;
;;0,71;;;;;;
;;0,69;;;;;;
;;0,58;;;;;;
;;1,79;;;;;;
;;0,65;;;;;;
;;1,23;;;;;;
;;0,76;;;;;;
;;0,71;;;;;;
;;0,59;;;;;;
;;2,02;;;;;;
;;1,28;;;;;;
;;0,79;;;;;;
;;1,19;;;;;;
;;1,96;;;;;;
;;0,59;;;;;;
;;11,79;;;;;;
;;0,59;;;;;;
;;0,81;;;;;;
;;0,6;;;;;;
;;0,61;;;;;;
;;2,56;;;;;;
;;4,52;;;;;;
;;0,92;;;;;;
;;1,23;;;;;;
;;0,64;;;;;;
;;0,69;;;;;;
;;0,59;;;;;;
;;1,89;;;;;;
;;0,61;;;;;;
;;0,79;;;;;;
;;0,65;;;;;;
;;0,62;;;;;;
;;0,61;;;;;;
;;1,71;;;;;;
;;0,74;;;;;;
;;1,18;;;;;;
;;0,65;;;;;;
;;0,86;;;;;;
;;0,65;;;;;;
;;2,51;;;;;;
;;2,04;;;;;;
;;1,51;;;;;;
;;0,57;;;;;;
;;0,57;;;;;;
;;0,59;;;;;;
;;1,81;;;;;;
;;2,12;;;;;;
;;9,09;;;;;;
;;0,64;;;;;;
;;0,68;;;;;;
;;1,63;;;;;;
;;2,45;;;;;;
;;3,43;;;;;;
;;0,81;;;;;;
;;0,74;;;;;;
;;0,64;;;;;;
;;0,69;;;;;;
;;1,82;;;;;;
;;0,72;;;;;;
;;0,76;;;;;;
;;0,66;;;;;;
;;0,61;;;;;;
;;0,6;;;;;;
;;1,92;;;;;;
;;1,11;;;;;;
;;0,98;;;;;;
;;0,63;;;;;;
;;2,62;;;;;;
;;0,6;;;;;;
;;1,86;;;;;;
;;1,14;;;;;;
;;0,9;;;;;;
;;0,64;;;;;;
;;0,72;;;;;;
;;0,65;;;;;;
;;1,85;;;;;;
;;0,63;;;;;;
;;0,74;;;;;;
;;10,44;;;;;;
;;0,6;;;;;;
;;1,71;;;;;;
;;3,21;;;;;;
;;1,48;;;;;;
;;0,85;;;;;;
;;2,41;;;;;;
;;0,64;;;;;;
;;0,65;;;;;;
;;1,83;;;;;;
;;0,63;;;;;;
;;0,76;;;;;;
;;0,64;;;;;;
;;0,64;;;;;;
;;0,97;;;;;;
;;3,24;;;;;;
;;1,13;;;;;;
;;1,12;;;;;;
;;1,18;;;;;;
;;0,43;;;;;;
;;0,64;;;;;;
;;2,37;;;;;;
;;0,64;;;;;;
;;0,75;;;;;;
;;0,6;;;;;;
;;0,64;;;;;;
;;0,56;;;;;;
;;1,94;;;;;;
;;0,69;;;;;;
;;0,75;;;;;;
;;0,63;;;;;;
;;10,27;;;;;;
;;2,02;;;;;;
;;2,39;;;;;;
;;1,57;;;;;;
;;0,81;;;;;;
;;0,69;;;;;;
;;1,99;;;;;;
;;0,98;;;;;;
;;1,8;;;;;;
;;0,63;;;;;;
;;0,78;;;;;;
;;3,13;;;;;;
;;1,5;;;;;;
;;0,58;;;;;;
;;2,27;;;;;;
;;0,61;;;;;;
;;1,35;;;;;;
;;0,79;;;;;;
;;0,69;;;;;;
;;1,24;;;;;;
;;1,9;;;;;;
;;0,69;;;;;;
;;0,74;;;;;;
;;0,62;;;;;;
;;0,6;;;;;;
;;0,61;;;;;;
;;1,8;;;;;;
;;0,6;;;;;;
;;0,73;;;;;;
;;0,64;;;;;;
;;0,56;;;;;;
;;1,72;;;;;;
;;12,39;;;;;;
;;1,47;;;;;;
;;0,75;;;;;;
;;0,6;;;;;;
;;0,59;;;;;;
;;0,59;;;;;;
;;5,58;;;;;;
;;0,83;;;;;;
;;0,73;;;;;;
;;0,7;;;;;;
;;0,62;;;;;;
;;0,58;;;;;;
;;2,57;;;;;;
;;1,04;;;;;;
;;0,68;;;;;;
;;0,76;;;;;;
;;1,16;;;;;;
;;0,67;;;;;;
;;1,75;;;;;;
;;0,73;;;;;;
;;0,62;;;;;;
;;0,8;;;;;;
;;0,77;;;;;;
;;0,7;;;;;;
;;1,85;;;;;;
;;0,64;;;;;;
;;0,59;;;;;;
;;0,69;;;;;;
;;0,56;;;;;;
;;1,62;;;;;;
;;2,94;;;;;;
;;11,49;;;;;;
;;1,8;;;;;;
;;0,91;;;;;;
;;0,91;;;;;;
;;0,64;;;;;;
;;1,86;;;;;;
;;0,63;;;;;;
;;2,47;;;;;;
;;0,8;;;;;;
;;0,7;;;;;;
;;1,67;;;;;;
;;1,9;;;;;;
;;0,71;;;;;;
;;0,65;;;;;;
;;1,24;;;;;;
;;0,59;;;;;;
;;0,61;;;;;;
;;1,83;;;;;;
;;0,67;;;;;;
;;0,67;;;;;;
;;0,81;;;;;;
;;0,7;;;;;;
;;0,76;;;;;;
;;2;;;;;;
;;0,74;;;;;;
;;0,55;;;;;;
;;0,81;;;;;;
;;0,7;;;;;;
;;3,15;;;;;;
;;2,53;;;;;;
;;1,5;;;;;;
;;7,07;;;;;;
;;4,75;;;;;;
;;0,86;;;;;;
;;0,51;;;;;;
;;1,66;;;;;;
;;0,61;;;;;;
;;0,6;;;;;;
;;1,8;;;;;;
;;2,16;;;;;;
;;1,06;;;;;;
;;1,77;;;;;;
;;0,76;;;;;;
;;1,14;;;;;;
;;0,77;;;;;;
;;0,68;;;;;;
;;0,74;;;;;;
;;1,79;;;;;;
;;0,62;;;;;;
;;0,66;;;;;;
;;0,83;;;;;;
;;0,66;;;;;;
;;0,62;;;;;;
;;1,76;;;;;;
;;0,7;;;;;;
;;2,04;;;;;;
;;0,91;;;;;;
;;0,71;;;;;;
;;1,61;;;;;;
;;2,82;;;;;;
;;0,21;;;;;;
;;1,88;;;;;;
;;0,81;;;;;;
;;0,39;;;;;;
;;0,14;;;;;;
;;0,11;;;;;;
;;0,53;;;;;;
;;0,25;;;;;;
;;0,29;;;;;;
;;0,25;;;;;;
;;2,52;;;;;;
;;0,62;;;;;;
;;0,21;;;;;;
;;0,53;;;;;;
;;1,32;;;;;;
;;0,48;;;;;;
;;0,13;;;;;;
;;0,28;;;;;;
;;0,11;;;;;;
;;0,3;;;;;;
;;0,92;;;;;;
;;2,16;;;;;;
;;0,43;;;;;;
;;2,03;;;;;;
;;0,21;;;;;;
;;0,47;;;;;;
;;0,4;;;;;;
;;0,29;;;;;;
;;0,15;;;;;;
;;0,11;;;;;;
;;0,28;;;;;;
;;0,27;;;;;;
;;0,22;;;;;;
;;0,77;;;;;;
;;1,94;;;;;;
;;2,32;;;;;;
;;0,41;;;;;;
;;0,14;;;;;;
;;0,21;;;;;;
;;0,28;;;;;;
;;0,25;;;;;;
;;0,13;;;;;;
;;0,35;;;;;;
;;0,22;;;;;;
;;0,12;;;;;;
;;1,85;;;;;;
;;0,96;;;;;;
;;0,21;;;;;;
;;2,64;;;;;;
;;0,56;;;;;;
;;0,14;;;;;;
;;0,2;;;;;;
;;0,13;;;;;;
;;0,28;;;;;;
;;0,35;;;;;;
;;0,3;;;;;;
;;0,22;;;;;;
;;1,83;;;;;;
;;0,12;;;;;;
;;1,14;;;;;;
;;1,99;;;;;;
;;0,36;;;;;;
;;0,12;;;;;;
;;0,22;;;;;;
;;0,3;;;;;;
;;0,42;;;;;;
;;0,13;;;;;;
;;0,3;;;;;;
;;0,3;;;;;;
;;1,77;;;;;;
;;0,24;;;;;;
;;0,44;;;;;;
;;0,13;;;;;;
;;0,27;;;;;;
;;1,8;;;;;;
;;1,22;;;;;;
;;0,21;;;;;;
;;0,45;;;;;;
;;2,39;;;;;;
;;0,16;;;;;;
;;0,22;;;;;;
;;0,11;;;;;;
;;0,64;;;;;;
;;1,92;;;;;;
;;0,62;;;;;;
;;0,77;;;;;;
;;0,2;;;;;;
;;0,12;;;;;;
;;1,87;;;;;;
;;0,16;;;;;;
;;0,29;;;;;;
;;0,48;;;;;;
;;0,48;;;;;;
;;0,11;;;;;;
;;0,58;;;;;;
;;1,52;;;;;;
;;0,55;;;;;;
;;0,21;;;;;;
;;0,73;;;;;;
;;0,29;;;;;;
;;2,08;;;;;;
;;0,44;;;;;;
;;0,16;;;;;;
;;0,14;;;;;;
;;0,3;;;;;;
;;0,67;;;;;;
;;0,29;;;;;;
;;0,62;;;;;;
;;1,63;;;;;;
;;0,49;;;;;;
;;0,21;;;;;;
;;2,82;;;;;;
;;0,66;;;;;;
;;0,21;;;;;;
;;0,27;;;;;;
;;0,64;;;;;;
;;1,72;;;;;;
;;0,77;;;;;;
;;0,55;;;;;;
;;1,49;;;;;;
;;0,9;;;;;;
;;0,43;;;;;;
;;0,22;;;;;;
;;0,72;;;;;;
;;2,51;;;;;;
;;1,76;;;;;;
;;0,46;;;;;;
;;0,17;;;;;;
;;0,27;;;;;;
;;0,3;;;;;;
;;0,58;;;;;;
;;0,53;;;;;;
;;0,77;;;;;;
;;0,26;;;;;;
;;0,29;;;;;;
;;0,28;;;;;;
;;1,96;;;;;;
;;0,86;;;;;;
;;1,69;;;;;;
;;0,18;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,2;;;;;;
;;0,66;;;;;;
;;0,3;;;;;;
;;0,11;;;;;;
;;0,17;;;;;;
;;0,2;;;;;;
;;0,25;;;;;;
;;0,61;;;;;;
;;0,25;;;;;;
;;0,24;;;;;;
;;0,12;;;;;;
;;0,1;;;;;;
;;0,2;;;;;;
;;0,11;;;;;;
;;0,21;;;;;;
;;0,2;;;;;;
;;0,67;;;;;;
;;0,2;;;;;;
;;0,11;;;;;;
;;0,24;;;;;;
;;0,11;;;;;;
;;0,18;;;;;;
;;0,19;;;;;;
;;0,59;;;;;;
;;0,34;;;;;;
;;0,12;;;;;;
;;0,2;;;;;;
;;0,15;;;;;;
;;0,1;;;;;;
;;0,22;;;;;;
;;0,63;;;;;;
;;0,26;;;;;;
;;0,11;;;;;;
;;0,2;;;;;;
;;0,16;;;;;;
;;0,15;;;;;;
;;0,13;;;;;;
;;0,52;;;;;;
;;0,45;;;;;;
;;0,18;;;;;;
;;0,34;;;;;;
;;0,11;;;;;;
;;0,6;;;;;;
;;0,3;;;;;;
;;0,18;;;;;;
;;0,15;;;;;;
;;0,17;;;;;;
;;0,2;;;;;;
;;0,13;;;;;;
;;0,47;;;;;;
;;0,31;;;;;;
;;0,17;;;;;;
;;0,2;;;;;;
;;0,21;;;;;;
;;0,11;;;;;;
;;0,21;;;;;;
;;0,6;;;;;;
;;0,3;;;;;;
;;0,33;;;;;;
;;0,19;;;;;;
;;0,21;;;;;;
;;0,11;;;;;;
;;0,51;;;;;;
;;0,44;;;;;;
;;0,13;;;;;;
;;0,21;;;;;;
;;0,26;;;;;;
;;0,13;;;;;;
;;0,27;;;;;;
;;0,57;;;;;;
;;0,29;;;;;;
;;0,32;;;;;;
;;0,12;;;;;;
;;0,15;;;;;;
;;0,11;;;;;;
;;0,6;;;;;;
;;1,88;;;;;;
;;1,88;;;;;;
;;1,86;;;;;;
;;1,01;;;;;;
;;0,93;;;;;;
;;1,92;;;;;;
;;1,87;;;;;;
;;1,91;;;;;;
;;1,89;;;;;;
;;1,89;;;;;;
;;1,89;;;;;;
;;1,9;;;;;;
;;1,92;;;;;;
;;1,85;;;;;;
;;1,77;;;;;;
;;0,17;;;;;;
;;1,93;;;;;;
;;1,86;;;;;;
;;1,89;;;;;;
;;1,88;;;;;;
;;1,87;;;;;;
;;1,92;;;;;;
;;1,88;;;;;;
;;1,9;;;;;;
;;1,92;;;;;;
;;1,88;;;;;;
;;0,79;;;;;;
;;1,09;;;;;;
;;1,99;;;;;;
;;1,91;;;;;;
;;1,9;;;;;;
;;1,86;;;;;;
;;1,87;;;;;;
;;1,9;;;;;;
;;1,88;;;;;;
;;1,87;;;;;;
;;1,89;;;;;;
;;1,61;;;;;;
;;0,26;;;;;;
;;1,88;;;;;;
;;1,91;;;;;;
;;1,89;;;;;;
;;1,89;;;;;;
;;1,94;;;;;;
;;1,9;;;;;;
;;1,91;;;;;;
;;1,9;;;;;;
;;1,91;;;;;;
;;1,87;;;;;;
;;0,53;;;;;;
;;1,39;;;;;;
;;1,84;;;;;;
;;1,95;;;;;;
;;2,1;;;;;;
;;1,86;;;;;;
;;1,87;;;;;;
;;1,9;;;;;;
;;1,87;;;;;;
;;1,88;;;;;;
;;1,51;;;;;;
;;0,39;;;;;;
;;1,87;;;;;;
;;1,87;;;;;;
;;1,86;;;;;;
;;1,93;;;;;;
;;1,88;;;;;;
;;1,9;;;;;;
;;1,9;;;;;;
;;1,89;;;;;;
;;1,91;;;;;;
;;1,86;;;;;;
;;0,52;;;;;;
;;1,47;;;;;;
;;1,86;;;;;;
;;1,89;;;;;;
;;1,88;;;;;;
;;1,91;;;;;;
;;1,92;;;;;;
;;1,91;;;;;;
;;1,91;;;;;;
;;1,89;;;;;;
;;1,86;;;;;;
;;1,34;;;;;;
;;0,59;;;;;;
;;1,92;;;;;;
;;1,88;;;;;;
;;1,91;;;;;;
;;1,91;;;;;;
;;1,91;;;;;;
;;1,87;;;;;;
;;1,88;;;;;;
;;1,88;;;;;;
;;1,88;;;;;;
