RunQueue;syscall;%CPU;RunQueue;syscall;;User%;Sys%;Wait%
;;1,77;;;;;;
;;0,5;;;;;;
;;1,51;;;;;;
;;1,9;;;;;;
;;1,87;;;;;;
;;1,94;;;;;;
;;1,85;;;;;;
;;1,89;;;;;;
;;1,87;;;;;;
;;1,85;;;;;;
;;1,87;;;;;;
;;1,79;;;;;;
;;1,46;;;;;;
;;0,51;;;;;;
;;1,9;;;;;;
;;1,93;;;;;;
;;1,91;;;;;;
;;1,87;;;;;;
;;2,1;;;;;;
;;1,86;;;;;;
;;1,9;;;;;;
;;1,83;;;;;;
;;1,89;;;;;;
;;0,19;;;;;;
;;1,73;;;;;;
;;1,95;;;;;;
;;1,89;;;;;;
;;1,9;;;;;;
;;1,88;;;;;;
;;1,89;;;;;;
;;1,92;;;;;;
;;1,9;;;;;;
;;1,92;;;;;;
;;1,91;;;;;;
;;1,01;;;;;;
;;0,86;;;;;;
;;1,95;;;;;;
;;1,92;;;;;;
;;1,9;;;;;;
;;1,89;;;;;;
;;1,87;;;;;;
;;1,89;;;;;;
;;1,91;;;;;;
;;1,85;;;;;;
;;1,89;;;;;;
;;1,81;;;;;;
;;0,17;;;;;;
;;1,81;;;;;;
;;1,9;;;;;;
;;1,92;;;;;;
;;1,91;;;;;;
;;1,89;;;;;;
;;1,87;;;;;;
;;1,89;;;;;;
;;1,93;;;;;;
;;1,9;;;;;;
;;1,88;;;;;;
;;1,1;;;;;;
;;0,78;;;;;;
;;1,91;;;;;;
;;1,92;;;;;;
;;1,96;;;;;;
;;1,87;;;;;;
;;1,9;;;;;;
;;1,88;;;;;;
;;1,91;;;;;;
;;1,93;;;;;;
;;1,89;;;;;;
;;1,81;;;;;;
;;0,26;;;;;;
;;1,74;;;;;;
;;1,88;;;;;;
;;1,94;;;;;;
;;1,93;;;;;;
;;1,89;;;;;;
;;2,1;;;;;;
;;1,88;;;;;;
;;1,88;;;;;;
;;1,91;;;;;;
;;0,97;;;;;;
;;0,98;;;;;;
;;1,88;;;;;;
;;1,9;;;;;;
;;1,89;;;;;;
;;1,9;;;;;;
;;1,89;;;;;;
;;1,91;;;;;;
;;1,96;;;;;;
;;1,87;;;;;;
;;1,87;;;;;;
;;1,85;;;;;;
;;0,35;;;;;;
;;1,59;;;;;;
;;1,95;;;;;;
;;1,88;;;;;;
;;1,86;;;;;;
;;1,88;;;;;;
;;1,93;;;;;;
;;1,89;;;;;;
;;1,87;;;;;;
;;1,86;;;;;;
;;1,83;;;;;;
;;1,21;;;;;;
;;0,81;;;;;;
;;1,88;;;;;;
;;1,93;;;;;;
;;1,88;;;;;;
;;1,88;;;;;;
;;1,89;;;;;;
;;1,88;;;;;;
;;1,88;;;;;;
;;1,87;;;;;;
;;1,87;;;;;;
;;1,8;;;;;;
;;0,67;;;;;;
;;1,29;;;;;;
;;1,9;;;;;;
;;1,9;;;;;;
;;1,89;;;;;;
;;1,86;;;;;;
;;1,9;;;;;;
;;1,88;;;;;;
;;1,91;;;;;;
;;1,86;;;;;;
;;1,89;;;;;;
;;1,62;;;;;;
;;0,28;;;;;;
;;1,94;;;;;;
;;1,9;;;;;;
;;1,91;;;;;;
;;1,86;;;;;;
;;2,07;;;;;;
;;1,91;;;;;;
;;1,87;;;;;;
;;1,89;;;;;;
;;1,87;;;;;;
;;0,78;;;;;;
;;1,13;;;;;;
;;1,88;;;;;;
;;1,91;;;;;;
;;1,88;;;;;;
;;1,88;;;;;;
;;1,88;;;;;;
;;1,88;;;;;;
;;1,92;;;;;;
;;1,88;;;;;;
;;1,86;;;;;;
;;1,49;;;;;;
;;0,4;;;;;;
;;1,9;;;;;;
;;1,86;;;;;;
;;1,9;;;;;;
;;1,86;;;;;;
;;1,9;;;;;;
;;1,9;;;;;;
;;1,89;;;;;;
;;1,94;;;;;;
;;1,9;;;;;;
;;1,83;;;;;;
;;0,63;;;;;;
;;1,29;;;;;;
;;1,87;;;;;;
;;1,89;;;;;;
;;1,92;;;;;;
;;1,87;;;;;;
;;1,88;;;;;;
;;1,88;;;;;;
;;1,89;;;;;;
;;1,9;;;;;;
;;1,89;;;;;;
;;1,54;;;;;;
;;0,33;;;;;;
;;1,89;;;;;;
;;1,92;;;;;;
;;1,88;;;;;;
;;1,9;;;;;;
;;1,91;;;;;;
;;1,89;;;;;;
;;1,89;;;;;;
;;1,89;;;;;;
;;1,92;;;;;;
;;1,84;;;;;;
;;0,74;;;;;;
;;1,23;;;;;;
;;1,89;;;;;;
;;1,88;;;;;;
;;1,93;;;;;;
;;1,92;;;;;;
;;1,92;;;;;;
;;2,12;;;;;;
;;1,88;;;;;;
;;1,89;;;;;;
;;1,29;;;;;;
;;0,65;;;;;;
;;1,89;;;;;;
;;1,89;;;;;;
;;1,89;;;;;;
;;1,92;;;;;;
;;1,9;;;;;;
;;1,88;;;;;;
;;1,94;;;;;;
;;1,88;;;;;;
;;1,89;;;;;;
;;1,86;;;;;;
;;0,38;;;;;;
;;1,6;;;;;;
;;1,89;;;;;;
;;1,92;;;;;;
;;1,91;;;;;;
;;1,87;;;;;;
;;1,91;;;;;;
;;1,9;;;;;;
;;1,9;;;;;;
;;1,88;;;;;;
;;1,85;;;;;;
;;1,43;;;;;;
;;0,49;;;;;;
;;2;;;;;;
;;1,89;;;;;;
;;1,89;;;;;;
;;1,89;;;;;;
;;1,88;;;;;;
;;1,93;;;;;;
;;1,88;;;;;;
;;1,87;;;;;;
;;1,89;;;;;;
;;1,91;;;;;;
;;0,43;;;;;;
;;1,46;;;;;;
;;1,92;;;;;;
;;1,88;;;;;;
;;1,89;;;;;;
;;1,85;;;;;;
;;1,86;;;;;;
;;1,89;;;;;;
;;1,91;;;;;;
;;1,87;;;;;;
;;1,9;;;;;;
;;1,2;;;;;;
;;0,69;;;;;;
;;1,88;;;;;;
;;1,93;;;;;;
;;1,87;;;;;;
;;1,91;;;;;;
;;2,09;;;;;;
;;1,88;;;;;;
;;1,93;;;;;;
;;1,86;;;;;;
;;1,86;;;;;;
;;0,35;;;;;;
;;1,61;;;;;;
;;1,9;;;;;;
;;1,91;;;;;;
;;1,97;;;;;;
;;1,88;;;;;;
;;1,9;;;;;;
;;1,89;;;;;;
;;1,88;;;;;;
;;1,91;;;;;;
;;1,88;;;;;;
;;1,08;;;;;;
;;0,8;;;;;;
;;1,9;;;;;;
;;1,89;;;;;;
;;1,89;;;;;;
;;1,89;;;;;;
;;0,57;;;;;;
;;0,6;;;;;;
;;0,59;;;;;;
;;0,58;;;;;;
;;0,52;;;;;;
;;0,59;;;;;;
;;0,58;;;;;;
;;0,71;;;;;;
;;0,43;;;;;;
;;0,47;;;;;;
;;0,79;;;;;;
;;0,8;;;;;;
;;0,62;;;;;;
;;0,38;;;;;;
;;0,24;;;;;;
;;0,32;;;;;;
;;0,6;;;;;;
;;0,51;;;;;;
;;0,53;;;;;;
;;0,47;;;;;;
;;0,5;;;;;;
;;0,44;;;;;;
;;0,41;;;;;;
;;0,42;;;;;;
;;0,62;;;;;;
;;0,49;;;;;;
;;0,47;;;;;;
;;0,37;;;;;;
;;0,76;;;;;;
;;0,6;;;;;;
;;0,58;;;;;;
;;0,56;;;;;;
;;0,53;;;;;;
;;0,63;;;;;;
;;0,62;;;;;;
;;0,52;;;;;;
;;0,64;;;;;;
;;0,54;;;;;;
;;0,34;;;;;;
;;0,57;;;;;;
;;0,63;;;;;;
;;0,68;;;;;;
;;0,59;;;;;;
;;0,49;;;;;;
;;0,42;;;;;;
;;0,53;;;;;;
;;0,7;;;;;;
;;0,38;;;;;;
;;0,5;;;;;;
;;0,43;;;;;;
;;0,35;;;;;;
;;0,45;;;;;;
;;0,58;;;;;;
;;0,38;;;;;;
;;0,5;;;;;;
;;0,56;;;;;;
;;0,59;;;;;;
;;0,57;;;;;;
;;0,76;;;;;;
;;0,46;;;;;;
;;0,62;;;;;;
;;0,58;;;;;;
;;0,53;;;;;;
;;0,55;;;;;;
;;0,59;;;;;;
;;0,54;;;;;;
;;0,63;;;;;;
;;0,65;;;;;;
;;0,59;;;;;;
;;0,44;;;;;;
;;0,6;;;;;;
;;0,6;;;;;;
;;0,35;;;;;;
;;0,44;;;;;;
;;0,4;;;;;;
;;0,4;;;;;;
;;0,47;;;;;;
;;0,49;;;;;;
;;0,63;;;;;;
;;0,55;;;;;;
;;0,48;;;;;;
;;0,35;;;;;;
;;0,36;;;;;;
;;0,51;;;;;;
;;0,54;;;;;;
;;0,52;;;;;;
;;0,31;;;;;;
;;0,32;;;;;;
;;0,84;;;;;;
;;0,56;;;;;;
;;0,6;;;;;;
;;0,52;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,59;;;;;;
;;0,46;;;;;;
;;0,68;;;;;;
;;0,63;;;;;;
;;0,51;;;;;;
;;0,63;;;;;;
;;0,65;;;;;;
;;0,6;;;;;;
;;0,55;;;;;;
;;0,56;;;;;;
;;0,49;;;;;;
;;0,6;;;;;;
;;0,57;;;;;;
;;0,5;;;;;;
;;0,67;;;;;;
;;0,44;;;;;;
;;0,4;;;;;;
;;0,5;;;;;;
;;0,62;;;;;;
;;0,55;;;;;;
;;0,61;;;;;;
;;0,46;;;;;;
;;0,5;;;;;;
;;0,37;;;;;;
;;0,61;;;;;;
;;0,55;;;;;;
;;0,65;;;;;;
;;0,64;;;;;;
;;0,47;;;;;;
;;0,36;;;;;;
;;0,54;;;;;;
;;0,65;;;;;;
;;0,49;;;;;;
;;0,41;;;;;;
;;0,46;;;;;;
;;0,43;;;;;;
;;0,57;;;;;;
;;0,87;;;;;;
;;0,69;;;;;;
;;0,59;;;;;;
;;0,46;;;;;;
;;0,38;;;;;;
;;0,55;;;;;;
;;0,56;;;;;;
;;0,62;;;;;;
;;0,31;;;;;;
;;0,41;;;;;;
;;0,61;;;;;;
;;0,64;;;;;;
;;0,44;;;;;;
;;0,64;;;;;;
;;0,5;;;;;;
;;0,51;;;;;;
;;0,5;;;;;;
;;0,79;;;;;;
;;0,52;;;;;;
;;0,62;;;;;;
;;0,58;;;;;;
;;0,41;;;;;;
;;0,52;;;;;;
;;0,58;;;;;;
;;0,46;;;;;;
;;0,48;;;;;;
;;0,53;;;;;;
;;0,57;;;;;;
;;0,52;;;;;;
;;0,6;;;;;;
;;0,68;;;;;;
;;0,61;;;;;;
;;0,57;;;;;;
;;0,53;;;;;;
;;0,5;;;;;;
;;0,72;;;;;;
;;0,55;;;;;;
;;0,56;;;;;;
;;0,5;;;;;;
;;0,59;;;;;;
;;0,53;;;;;;
;;0,6;;;;;;
;;0,55;;;;;;
;;0,53;;;;;;
;;0,51;;;;;;
;;0,4;;;;;;
;;0,43;;;;;;
;;0,71;;;;;;
;;0,53;;;;;;
;;0,65;;;;;;
;;0,46;;;;;;
;;0,4;;;;;;
;;0,34;;;;;;
;;0,5;;;;;;
;;0,49;;;;;;
;;0,58;;;;;;
;;0,39;;;;;;
;;0,33;;;;;;
;;0,47;;;;;;
;;0,52;;;;;;
;;0,58;;;;;;
;;0,62;;;;;;
;;0,43;;;;;;
;;0,45;;;;;;
;;0,27;;;;;;
;;0,42;;;;;;
;;0,49;;;;;;
;;0,45;;;;;;
;;0,58;;;;;;
;;0,48;;;;;;
;;0,32;;;;;;
;;0,5;;;;;;
;;0,54;;;;;;
;;0,64;;;;;;
;;0,45;;;;;;
;;0,44;;;;;;
;;0,23;;;;;;
;;0,71;;;;;;
;;0,6;;;;;;
;;0,55;;;;;;
;;0,65;;;;;;
;;0,51;;;;;;
;;0,44;;;;;;
;;0,53;;;;;;
;;0,56;;;;;;
;;0,63;;;;;;
;;0,6;;;;;;
;;0,57;;;;;;
;;0,44;;;;;;
;;0,65;;;;;;
;;0,65;;;;;;
;;0,73;;;;;;
;;0,6;;;;;;
;;0,42;;;;;;
;;0,46;;;;;;
;;0,56;;;;;;
;;0,56;;;;;;
;;0,67;;;;;;
;;0,32;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,64;;;;;;
;;0,57;;;;;;
;;0,58;;;;;;
;;0,38;;;;;;
;;0,45;;;;;;
;;0,47;;;;;;
;;0,76;;;;;;
;;0,47;;;;;;
;;0,48;;;;;;
;;0,53;;;;;;
;;0,44;;;;;;
;;0,44;;;;;;
;;0,6;;;;;;
;;0,51;;;;;;
;;0,59;;;;;;
;;0,68;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,69;;;;;;
;;0,67;;;;;;
;;0,73;;;;;;
;;0,69;;;;;;
;;0,47;;;;;;
;;0,41;;;;;;
;;0,58;;;;;;
;;0,44;;;;;;
;;0,41;;;;;;
;;0,53;;;;;;
;;0,45;;;;;;
;;0,54;;;;;;
;;0,48;;;;;;
;;0,45;;;;;;
;;0,64;;;;;;
;;0,51;;;;;;
;;0,53;;;;;;
;;0,37;;;;;;
;;0,79;;;;;;
;;0,67;;;;;;
;;0,62;;;;;;
;;0,51;;;;;;
;;0,52;;;;;;
;;0,58;;;;;;
;;0,59;;;;;;
;;0,45;;;;;;
;;0,67;;;;;;
;;0,48;;;;;;
;;0,37;;;;;;
;;0,54;;;;;;
;;0,67;;;;;;
;;0,7;;;;;;
;;0,63;;;;;;
;;0,57;;;;;;
;;0,41;;;;;;
;;0,44;;;;;;
;;0,43;;;;;;
;;0,48;;;;;;
;;0,67;;;;;;
;;0,55;;;;;;
;;0,44;;;;;;
;;0,47;;;;;;
;;0,54;;;;;;
;;0,57;;;;;;
;;0,56;;;;;;
;;0,54;;;;;;
;;0,46;;;;;;
;;0,39;;;;;;
;;0,74;;;;;;
;;0,54;;;;;;
;;0,65;;;;;;
;;0,52;;;;;;
;;0,44;;;;;;
;;0,45;;;;;;
;;0,63;;;;;;
;;0,49;;;;;;
;;0,67;;;;;;
;;0,48;;;;;;
;;0,23;;;;;;
;;0,42;;;;;;
;;0,48;;;;;;
;;0,57;;;;;;
;;0,61;;;;;;
;;0,51;;;;;;
;;0,39;;;;;;
;;0,41;;;;;;
;;0,55;;;;;;
;;0,8;;;;;;
;;0,72;;;;;;
;;0,51;;;;;;
;;0,35;;;;;;
;;0,51;;;;;;
;;0,62;;;;;;
;;0,64;;;;;;
;;0,65;;;;;;
;;0,5;;;;;;
;;0,52;;;;;;
;;0,52;;;;;;
;;0,83;;;;;;
;;0,67;;;;;;
;;0,57;;;;;;
;;0,37;;;;;;
;;0,39;;;;;;
;;0,3;;;;;;
;;0,55;;;;;;
;;0,63;;;;;;
;;0,6;;;;;;
;;0,5;;;;;;
;;0,57;;;;;;
;;0,49;;;;;;
;;0,58;;;;;;
;;0,61;;;;;;
;;0,59;;;;;;
;;0,46;;;;;;
;;0,52;;;;;;
;;0,55;;;;;;
;;0,58;;;;;;
;;0,55;;;;;;
;;0,58;;;;;;
;;0,54;;;;;;
;;0,52;;;;;;
;;0,45;;;;;;
;;0,58;;;;;;
;;0,48;;;;;;
;;0,47;;;;;;
;;0,55;;;;;;
;;0,37;;;;;;
;;0,48;;;;;;
;;1,01;;;;;;
;;0,12;;;;;;
;;0,17;;;;;;
;;0,12;;;;;;
;;0,13;;;;;;
;;0,11;;;;;;
;;0,16;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,15;;;;;;
;;0,11;;;;;;
;;0,15;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,16;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,16;;;;;;
;;0,11;;;;;;
;;0,1;;;;;;
;;0,17;;;;;;
;;0,11;;;;;;
;;0,16;;;;;;
;;0,1;;;;;;
;;0,13;;;;;;
;;0,11;;;;;;
;;0,17;;;;;;
;;0,13;;;;;;
;;0,15;;;;;;
;;0,13;;;;;;
;;0,11;;;;;;
;;0,16;;;;;;
;;0,11;;;;;;
;;0,16;;;;;;
;;29,22;;;;;;
;;0,25;;;;;;
;;0,24;;;;;;
;;0,26;;;;;;
;;0,26;;;;;;
;;0,1;;;;;;
;;0,1;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;1,31;;;;;;
;;1,26;;;;;;
;;0,69;;;;;;
;;0,55;;;;;;
;;1,23;;;;;;
;;1,23;;;;;;
;;1,27;;;;;;
;;1,31;;;;;;
;;1,27;;;;;;
;;1,23;;;;;;
;;1,28;;;;;;
;;1,26;;;;;;
;;1,24;;;;;;
;;1,29;;;;;;
;;0,74;;;;;;
;;0,58;;;;;;
;;1,29;;;;;;
;;1,24;;;;;;
;;1,23;;;;;;
;;1,24;;;;;;
;;1,43;;;;;;
;;1,24;;;;;;
;;1,31;;;;;;
;;1,23;;;;;;
;;1,25;;;;;;
;;1,24;;;;;;
;;0,67;;;;;;
;;0,59;;;;;;
;;1,31;;;;;;
;;1,26;;;;;;
;;1,26;;;;;;
;;1,26;;;;;;
;;1,26;;;;;;
;;1,29;;;;;;
;;1,27;;;;;;
;;1,28;;;;;;
;;1,22;;;;;;
;;1,3;;;;;;
;;0,4;;;;;;
;;0,94;;;;;;
;;1,31;;;;;;
;;1,33;;;;;;
;;1,33;;;;;;
;;1,32;;;;;;
;;1,35;;;;;;
;;1,32;;;;;;
;;1,31;;;;;;
;;1,28;;;;;;
;;1,28;;;;;;
;;0,5;;;;;;
;;0,85;;;;;;
;;1,39;;;;;;
;;1,34;;;;;;
;;1,25;;;;;;
;;1,26;;;;;;
;;1,24;;;;;;
;;1,26;;;;;;
;;1,25;;;;;;
;;1,24;;;;;;
;;1,21;;;;;;
;;1,43;;;;;;
;;1,27;;;;;;
;;1,27;;;;;;
;;1,26;;;;;;
;;0,17;;;;;;
;;0,13;;;;;;
;;7,01;;;;;;
;;3,28;;;;;;
;;0,12;;;;;;
;;0,16;;;;;;
;;3,48;;;;;;
;;6,64;;;;;;
;;0,16;;;;;;
;;0,24;;;;;;
;;3,33;;;;;;
;;7,58;;;;;;
;;0,12;;;;;;
;;0,13;;;;;;
;;0,11;;;;;;
;;0,28;;;;;;
;;3,58;;;;;;
;;7,88;;;;;;
;;0,1;;;;;;
;;0,26;;;;;;
;;0,4;;;;;;
;;10,64;;;;;;
;;0,17;;;;;;
;;0,17;;;;;;
;;0,16;;;;;;
;;0,37;;;;;;
;;4,8;;;;;;
;;7,41;;;;;;
;;0,15;;;;;;
;;0,15;;;;;;
;;0,16;;;;;;
;;2,98;;;;;;
;;2,78;;;;;;
;;4,38;;;;;;
;;0,17;;;;;;
;;0,17;;;;;;
;;0,18;;;;;;
;;3,36;;;;;;
;;5,11;;;;;;
;;1,61;;;;;;
;;0,14;;;;;;
;;0,14;;;;;;
;;0,16;;;;;;
;;3,34;;;;;;
;;3,59;;;;;;
;;3,47;;;;;;
;;0,18;;;;;;
;;0,17;;;;;;
;;0,19;;;;;;
;;3,03;;;;;;
;;1,35;;;;;;
;;7,15;;;;;;
;;0,18;;;;;;
;;0,18;;;;;;
;;0,18;;;;;;
;;0,3;;;;;;
;;7,31;;;;;;
;;3,87;;;;;;
;;0,18;;;;;;
;;0,18;;;;;;
;;0,18;;;;;;
;;0,18;;;;;;
;;3,87;;;;;;
;;6,23;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;8,2;;;;;;
;;2,69;;;;;;
;;0,14;;;;;;
;;0,13;;;;;;
;;0,14;;;;;;
;;0,13;;;;;;
;;5,3;;;;;;
;;4,78;;;;;;
;;0,14;;;;;;
;;0,14;;;;;;
;;0,31;;;;;;
;;0,15;;;;;;
;;9,65;;;;;;
;;1,52;;;;;;
;;0,15;;;;;;
;;0,14;;;;;;
;;0,3;;;;;;
;;0,14;;;;;;
;;5,93;;;;;;
;;4,06;;;;;;
;;0,15;;;;;;
;;0,17;;;;;;
;;0,32;;;;;;
;;0,17;;;;;;
;;3,45;;;;;;
;;7,44;;;;;;
;;0,16;;;;;;
;;0,17;;;;;;
;;0,17;;;;;;
;;0,47;;;;;;
;;5,41;;;;;;
;;4,23;;;;;;
;;0,16;;;;;;
;;0,18;;;;;;
;;0,16;;;;;;
;;0,33;;;;;;
;;1,33;;;;;;
;;9,42;;;;;;
;;0,14;;;;;;
;;0,16;;;;;;
;;0,13;;;;;;
;;0,33;;;;;;
;;4,6;;;;;;
;;7,74;;;;;;
;;0,13;;;;;;
;;0,16;;;;;;
;;0,15;;;;;;
;;3,16;;;;;;
;;1,74;;;;;;
;;6,26;;;;;;
;;0,13;;;;;;
;;0,19;;;;;;
;;0,2;;;;;;
;;3,52;;;;;;
;;6,15;;;;;;
;;1,85;;;;;;
;;0,14;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;3,3;;;;;;
;;4,5;;;;;;
;;4,93;;;;;;
;;0,14;;;;;;
;;0,13;;;;;;
;;0,13;;;;;;
;;0,12;;;;;;
;;4,19;;;;;;
;;6,31;;;;;;
;;4,83;;;;;;
;;0,11;;;;;;
;;0,16;;;;;;
;;0,28;;;;;;
;;6,23;;;;;;
;;3,56;;;;;;
;;0,11;;;;;;
;;0,11;;;;;;
;;0,1;;;;;;
;;3,86;;;;;;
;;7,36;;;;;;
;;0,11;;;;;;
;;0,24;;;;;;
;;6,64;;;;;;
;;3,02;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;6,15;;;;;;
;;4,4;;;;;;
;;0,1;;;;;;
;;0,11;;;;;;
;;0,27;;;;;;
;;0,12;;;;;;
;;5,45;;;;;;
;;0,14;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,3;;;;;;
;;0,12;;;;;;
;;2,97;;;;;;
;;4,83;;;;;;
;;2,12;;;;;;
;;0,14;;;;;;
;;0,27;;;;;;
;;0,12;;;;;;
;;3,45;;;;;;
;;7,26;;;;;;
;;0,13;;;;;;
;;0,13;;;;;;
;;0,12;;;;;;
;;0,33;;;;;;
;;4,43;;;;;;
;;7,95;;;;;;
;;0,18;;;;;;
;;0,17;;;;;;
;;0,14;;;;;;
;;0,31;;;;;;
;;0,46;;;;;;
;;9,56;;;;;;
;;0,16;;;;;;
;;0,18;;;;;;
;;0,16;;;;;;
;;0,32;;;;;;
;;4,33;;;;;;
;;6,49;;;;;;
;;0,14;;;;;;
;;0,16;;;;;;
;;0,13;;;;;;
;;3,71;;;;;;
;;1,99;;;;;;
;;4,59;;;;;;
;;0,15;;;;;;
;;0,16;;;;;;
;;0,15;;;;;;
;;3,17;;;;;;
;;6,66;;;;;;
;;1,4;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,14;;;;;;
;;3,84;;;;;;
;;2,98;;;;;;
;;4,47;;;;;;
;;0,13;;;;;;
;;0,14;;;;;;
;;0,15;;;;;;
;;2,76;;;;;;
;;0,76;;;;;;
;;7,07;;;;;;
;;0,15;;;;;;
;;0,16;;;;;;
;;0,15;;;;;;
;;3,39;;;;;;
;;3,34;;;;;;
;;4,05;;;;;;
;;0,14;;;;;;
;;0,16;;;;;;
;;0,12;;;;;;
;;0,14;;;;;;
;;3,73;;;;;;
;;6,97;;;;;;
;;0,14;;;;;;
;;0,16;;;;;;
;;0,13;;;;;;
;;0,14;;;;;;
;;6,73;;;;;;
;;3,23;;;;;;
;;0,12;;;;;;
;;4,82;;;;;;
;;0,18;;;;;;
;;0,12;;;;;;
;;5,17;;;;;;
;;5,36;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,28;;;;;;
;;0,14;;;;;;
;;7,39;;;;;;
;;0,14;;;;;;
;;0,12;;;;;;
;;0,17;;;;;;
;;0,29;;;;;;
;;0,13;;;;;;
;;3,47;;;;;;
;;7,35;;;;;;
;;1,48;;;;;;
;;0,12;;;;;;
;;0,24;;;;;;
;;0,1;;;;;;
;;3,43;;;;;;
;;7,2;;;;;;
;;0,1;;;;;;
;;0,12;;;;;;
;;0,29;;;;;;
;;0,18;;;;;;
;;5,2;;;;;;
;;5,8;;;;;;
;;0,12;;;;;;
;;0,1;;;;;;
;;0,28;;;;;;
;;3,15;;;;;;
;;9;;;;;;
;;0,12;;;;;;
;;0,25;;;;;;
;;4,84;;;;;;
;;6,27;;;;;;
;;0,1;;;;;;
;;0,14;;;;;;
;;0,1;;;;;;
;;3,13;;;;;;
;;2,06;;;;;;
;;6,57;;;;;;
;;0,14;;;;;;
;;0,15;;;;;;
;;0,16;;;;;;
;;3,58;;;;;;
;;4,92;;;;;;
;;2,43;;;;;;
;;0,12;;;;;;
;;0,14;;;;;;
;;0,13;;;;;;
;;2,92;;;;;;
;;3,17;;;;;;
;;4,23;;;;;;
;;0,13;;;;;;
;;0,16;;;;;;
;;0,11;;;;;;
;;4,01;;;;;;
;;0,43;;;;;;
;;7,89;;;;;;
;;0,11;;;;;;
;;0,15;;;;;;
;;0,11;;;;;;
;;3,1;;;;;;
;;3,97;;;;;;
;;3,56;;;;;;
;;0,1;;;;;;
;;0,17;;;;;;
;;0,12;;;;;;
;;0,14;;;;;;
;;3,77;;;;;;
;;6,66;;;;;;
;;0,11;;;;;;
;;0,13;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;8,17;;;;;;
;;2,64;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,12;;;;;;
;;5,56;;;;;;
;;4,38;;;;;;
;;0,15;;;;;;
;;0,16;;;;;;
;;0,31;;;;;;
;;0,15;;;;;;
;;8,57;;;;;;
;;0,18;;;;;;
;;0,18;;;;;;
;;0,2;;;;;;
;;0,37;;;;;;
;;0,2;;;;;;
;;6,82;;;;;;
;;5,4;;;;;;
;;0,2;;;;;;
;;4,83;;;;;;
;;0,47;;;;;;
;;0,23;;;;;;
;;3,56;;;;;;
;;7,46;;;;;;
;;0,21;;;;;;
;;0,2;;;;;;
;;0,37;;;;;;
;;0,22;;;;;;
;;3,86;;;;;;
;;4,66;;;;;;
;;0,2;;;;;;
;;0,22;;;;;;
;;0,19;;;;;;
;;0,37;;;;;;
;;0,23;;;;;;
;;0,23;;;;;;
;;0,22;;;;;;
;;0,22;;;;;;
;;0,23;;;;;;
;;0,23;;;;;;
;;0,23;;;;;;
;;0,23;;;;;;
;;0,23;;;;;;
;;0,23;;;;;;
;;0,23;;;;;;
;;0,23;;;;;;
;;0,12;;;;;;
;;0,16;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,12;;;;;;
;;0,16;;;;;;
;;0,14;;;;;;
;;0,14;;;;;;
;;0,12;;;;;;
;;0,11;;;;;;
;;0,13;;;;;;
